id,ad_id,name,category,impressions,clicks,click_rate,,,,,name_id,name,,category_id,category
548988,55111,MSNBC,Online,957,5,0.00522466,,,,,,,,,
783474,60357,Wendy's Restuarant,Media,331,39,0.117824773,,,,,,,,,
221414,574537,Heaven Hill Distilleries,Dealership,527,32,0.060721063,,,,,,,,,
398550,377476,Online Marketing Group - Ad,Children,411,29,0.070559611,,,,,,,,,
326137,581173,Hewlett-Packard Company,Stores,973,38,0.039054471,,,,,,,,,
42775,820190,Heaven Hill Distilleries,Dealership,801,13,0.016229713,,,,,,,,,
177803,115591,Ebro Foods,Sports,200,3,0.015,,,,,,,,,
601849,694390,American Express,Auto,961,34,0.035379813,,,,,,,,,
756656,21365,Wendy's Restuarant,Television,681,40,0.058737151,,,,,,,,,
844345,163788,illycaffè,Dealership,16,30,1.875,,,,,,,,,
676825,757258,Hewlett-Packard Company,Online,546,27,0.049450549,,,,,,,,,
130126,486199,MSNBC,University,499,12,0.024048096,,,,,,,,,
664627,202215,Wendy's Restuarant,Sports,685,42,0.061313869,,,,,,,,,
695099,214480,illycaffè,Media,695,20,0.028776978,,,,,,,,,
301569,152109,American Express,Books,547,18,0.032906764,,,,,,,,,
445389,312831,illycaffè,University,523,6,0.011472275,,,,,,,,,
679123,829050,Ebro Foods,Dealership,511,36,0.070450098,,,,,,,,,
974676,6765,Ebro Foods,Media,298,10,0.033557047,,,,,,,,,
728699,476862,MSNBC,Media,431,37,0.085846868,,,,,,,,,
616429,621227,LA Metro Constuction,Online,481,37,0.076923077,,,,,,,,,
941662,36205,American Express,Television,788,34,0.043147208,,,,,,,,,
903570,366722,Ebro Foods,Sports,801,42,0.052434457,,,,,,,,,
21566,677469,Ebro Foods,Stores,281,3,0.010676157,,,,,,,,,
439161,617982,illycaffè,Online,66,39,0.590909091,,,,,,,,,
288997,807534,Wendy's Restuarant,Books,233,37,0.158798283,,,,,,,,,
609993,567340,Heaven Hill Distilleries,Stores,443,16,0.036117381,,,,,,,,,
116403,521874,MSNBC,Online,544,36,0.066176471,,,,,,,,,
900434,683632,illycaffè,Sports,806,23,0.02853598,,,,,,,,,
707252,202201,American Express,Auto,139,44,0.316546763,,,,,,,,,
4686,515818,American Express,Television,930,40,0.043010753,,,,,,,,,
810648,304268,Online Marketing Group - Ad,Dealership,171,38,0.222222222,,,,,,,,,
428155,93011,Heaven Hill Distilleries,Auto,177,43,0.242937853,,,,,,,,,
235517,531560,American Express,University,119,50,0.420168067,,,,,,,,,
708741,510857,LA Metro Constuction,Auto,221,0,0,,,,,,,,,
182904,480896,Wendy's Restuarant,Sports,615,17,0.027642276,,,,,,,,,
841794,186642,Hewlett-Packard Company,Stores,680,8,0.011764706,,,,,,,,,
268422,639445,American Express,Online,464,44,0.094827586,,,,,,,,,
788412,767879,Online Marketing Group - Ad,Books,137,19,0.138686131,,,,,,,,,
324335,489451,Online Marketing Group - Ad,Auto,773,2,0.002587322,,,,,,,,,
21307,201661,LA Metro Constuction,University,540,33,0.061111111,,,,,,,,,
223679,546483,HBO_,Books,158,5,0.03164557,,,,,,,,,
695256,228987,American Express,Books,420,2,0.004761905,,,,,,,,,
309235,607020,Heaven Hill Distilleries,Sports,443,29,0.065462754,,,,,,,,,
797361,148130,LA Metro Constuction,University,792,30,0.037878788,,,,,,,,,
357742,610172,illycaffè,Auto,238,44,0.18487395,,,,,,,,,
864413,503350,Ebro Foods,Media,190,40,0.210526316,,,,,,,,,
465933,917249,Online Marketing Group - Ad,Sports,883,13,0.014722537,,,,,,,,,
964011,35161,Ebro Foods,Television,533,23,0.04315197,,,,,,,,,
2867,216610,LA Metro Constuction,Books,10,39,3.9,,,,,,,,,
706855,467228,LA Metro Constuction,Sports,94,13,0.138297872,,,,,,,,,
518048,644971,MSNBC,Media,284,17,0.059859155,,,,,,,,,
696788,304032,Online Marketing Group - Ad,Auto,556,30,0.053956835,,,,,,,,,
831945,929097,Heaven Hill Distilleries,Children,104,4,0.038461538,,,,,,,,,
814596,388267,MSNBC,Books,18,34,1.888888889,,,,,,,,,
151162,396398,Hewlett-Packard Company,Children,593,31,0.05227656,,,,,,,,,
966148,502419,American Express,Stores,545,10,0.018348624,,,,,,,,,
542548,269962,MSNBC,Children,988,48,0.048582996,,,,,,,,,
906221,356195,Wendy's Restuarant,University,195,8,0.041025641,,,,,,,,,
56047,289960,Heaven Hill Distilleries,Dealership,825,21,0.025454545,,,,,,,,,
286120,479103,American Express,Children,594,10,0.016835017,,,,,,,,,
334087,711253,HBO_,Dealership,695,49,0.070503597,,,,,,,,,
626110,14385,Online Marketing Group - Ad,Auto,795,11,0.013836478,,,,,,,,,
259194,574812,Hewlett-Packard Company,Auto,475,32,0.067368421,,,,,,,,,
223052,868166,LA Metro Constuction,Children,767,41,0.05345502,,,,,,,,,
497178,444967,Heaven Hill Distilleries,Online,7,21,3,,,,,,,,,
758713,206454,HBO_,Stores,689,18,0.026124819,,,,,,,,,
847538,270284,Online Marketing Group - Ad,Television,302,17,0.056291391,,,,,,,,,
948583,24990,MSNBC,University,473,36,0.076109937,,,,,,,,,
735444,50683,MSNBC,Online,401,47,0.117206983,,,,,,,,,
83456,396057,Wendy's Restuarant,Television,616,29,0.047077922,,,,,,,,,
968217,181680,Hewlett-Packard Company,Auto,789,36,0.045627376,,,,,,,,,
782025,667234,Wendy's Restuarant,Books,295,1,0.003389831,,,,,,,,,
787371,945371,Wendy's Restuarant,Books,673,30,0.044576523,,,,,,,,,
935093,883789,Heaven Hill Distilleries,University,473,3,0.006342495,,,,,,,,,
842224,231530,Ebro Foods,Media,700,26,0.037142857,,,,,,,,,
493475,360610,MSNBC,Stores,193,23,0.119170984,,,,,,,,,
146040,209529,Wendy's Restuarant,Books,2,42,21,,,,,,,,,
467925,969079,Heaven Hill Distilleries,Media,15,20,1.333333333,,,,,,,,,
458246,262206,Online Marketing Group - Ad,Sports,705,6,0.008510638,,,,,,,,,
286306,103589,Online Marketing Group - Ad,Dealership,558,0,0,,,,,,,,,
127878,903745,Heaven Hill Distilleries,Children,697,38,0.054519369,,,,,,,,,
989171,704548,Online Marketing Group - Ad,Stores,845,37,0.043786982,,,,,,,,,
476120,358628,Heaven Hill Distilleries,Television,604,32,0.052980132,,,,,,,,,
827195,36623,Wendy's Restuarant,Online,436,45,0.103211009,,,,,,,,,
378165,283743,Online Marketing Group - Ad,Books,600,2,0.003333333,,,,,,,,,
768624,742918,HBO_,Sports,665,46,0.069172932,,,,,,,,,
216360,182486,Ebro Foods,Stores,403,14,0.034739454,,,,,,,,,
126222,265816,Online Marketing Group - Ad,Online,919,22,0.023939064,,,,,,,,,
997802,594382,American Express,Dealership,834,12,0.014388489,,,,,,,,,
666587,966914,LA Metro Constuction,Auto,251,25,0.099601594,,,,,,,,,
307842,219571,LA Metro Constuction,Sports,937,41,0.04375667,,,,,,,,,
465160,611071,Ebro Foods,University,607,3,0.004942339,,,,,,,,,
77324,605046,American Express,Sports,146,4,0.02739726,,,,,,,,,
764570,392515,LA Metro Constuction,Online,112,28,0.25,,,,,,,,,
596623,486079,Hewlett-Packard Company,Television,372,7,0.018817204,,,,,,,,,
694558,457533,LA Metro Constuction,Stores,515,17,0.033009709,,,,,,,,,
145655,485814,LA Metro Constuction,University,340,39,0.114705882,,,,,,,,,
5784,463149,HBO_,Sports,569,10,0.017574692,,,,,,,,,
759840,608819,American Express,University,583,36,0.061749571,,,,,,,,,
228683,335391,MSNBC,Auto,313,4,0.012779553,,,,,,,,,
757119,81642,illycaffè,Sports,258,24,0.093023256,,,,,,,,,
215794,207636,illycaffè,University,47,36,0.765957447,,,,,,,,,
373339,335875,Ebro Foods,Auto,960,11,0.011458333,,,,,,,,,
828884,44838,LA Metro Constuction,University,346,28,0.080924855,,,,,,,,,
483263,179932,Hewlett-Packard Company,Stores,895,28,0.031284916,,,,,,,,,
437338,173161,American Express,Sports,802,17,0.021197007,,,,,,,,,
507973,861827,LA Metro Constuction,Online,634,2,0.003154574,,,,,,,,,
151480,831606,Heaven Hill Distilleries,Books,828,35,0.042270531,,,,,,,,,
156247,12521,Ebro Foods,Children,620,8,0.012903226,,,,,,,,,
21202,776851,American Express,Media,630,33,0.052380952,,,,,,,,,
400490,309585,American Express,Dealership,110,1,0.009090909,,,,,,,,,
771735,110039,Heaven Hill Distilleries,Online,940,37,0.039361702,,,,,,,,,
931447,354451,Online Marketing Group - Ad,Television,793,25,0.031525851,,,,,,,,,
622923,31051,Wendy's Restuarant,Television,775,11,0.014193548,,,,,,,,,
291545,469951,Wendy's Restuarant,Media,755,27,0.035761589,,,,,,,,,
38239,324986,Online Marketing Group - Ad,Television,516,10,0.019379845,,,,,,,,,
456714,318702,Heaven Hill Distilleries,Children,837,13,0.015531661,,,,,,,,,
817113,194818,LA Metro Constuction,Television,766,39,0.050913838,,,,,,,,,
102884,288939,Heaven Hill Distilleries,Books,8,3,0.375,,,,,,,,,
735552,986322,Heaven Hill Distilleries,Books,793,23,0.029003783,,,,,,,,,
535601,7239,MSNBC,Sports,249,38,0.152610442,,,,,,,,,
809951,25978,Online Marketing Group - Ad,Books,282,1,0.003546099,,,,,,,,,
508500,94940,LA Metro Constuction,Television,217,20,0.092165899,,,,,,,,,
591048,916009,Heaven Hill Distilleries,Auto,423,15,0.035460993,,,,,,,,,
536782,861151,American Express,Stores,753,18,0.023904382,,,,,,,,,
912435,584465,illycaffè,Dealership,13,33,2.538461538,,,,,,,,,
701064,75332,LA Metro Constuction,Auto,894,42,0.046979866,,,,,,,,,
739887,660120,Wendy's Restuarant,Auto,578,17,0.029411765,,,,,,,,,
866679,223287,LA Metro Constuction,Media,581,10,0.017211704,,,,,,,,,
951354,629599,LA Metro Constuction,Auto,498,40,0.080321285,,,,,,,,,
455666,873563,Hewlett-Packard Company,Media,119,23,0.193277311,,,,,,,,,
789128,673007,MSNBC,Television,202,22,0.108910891,,,,,,,,,
160002,486485,LA Metro Constuction,Online,822,10,0.01216545,,,,,,,,,
790162,986751,LA Metro Constuction,Dealership,486,40,0.082304527,,,,,,,,,
975277,945896,LA Metro Constuction,Media,438,41,0.093607306,,,,,,,,,
223652,433176,American Express,University,650,28,0.043076923,,,,,,,,,
101581,473232,HBO_,Online,859,23,0.02677532,,,,,,,,,
764066,400281,Wendy's Restuarant,Media,893,29,0.032474804,,,,,,,,,
449107,476328,MSNBC,Media,39,36,0.923076923,,,,,,,,,
822505,783369,Ebro Foods,Stores,724,14,0.019337017,,,,,,,,,
390370,127066,HBO_,Sports,346,44,0.12716763,,,,,,,,,
147444,339468,MSNBC,Stores,530,3,0.005660377,,,,,,,,,
942990,206415,Online Marketing Group - Ad,Stores,414,7,0.016908213,,,,,,,,,
454598,537753,Heaven Hill Distilleries,Dealership,728,34,0.046703297,,,,,,,,,
983091,995780,Online Marketing Group - Ad,Children,834,12,0.014388489,,,,,,,,,
49015,806840,HBO_,Books,89,40,0.449438202,,,,,,,,,
335010,951224,MSNBC,Books,794,17,0.021410579,,,,,,,,,
751771,869457,Ebro Foods,Media,539,7,0.012987013,,,,,,,,,
86488,599942,Hewlett-Packard Company,Auto,5,23,4.6,,,,,,,,,
20227,355996,Online Marketing Group - Ad,Online,182,9,0.049450549,,,,,,,,,
444698,226663,MSNBC,Television,766,41,0.053524804,,,,,,,,,
150816,790614,MSNBC,Auto,838,37,0.044152745,,,,,,,,,
997021,685505,MSNBC,Stores,378,11,0.029100529,,,,,,,,,
503687,450063,Online Marketing Group - Ad,Dealership,5,14,2.8,,,,,,,,,
929626,574915,Wendy's Restuarant,University,369,2,0.005420054,,,,,,,,,
241805,831732,illycaffè,University,886,49,0.05530474,,,,,,,,,
149397,427439,illycaffè,Dealership,966,15,0.01552795,,,,,,,,,
572172,404562,Wendy's Restuarant,Children,177,22,0.124293785,,,,,,,,,
682436,985568,HBO_,Television,195,16,0.082051282,,,,,,,,,
527081,270658,MSNBC,Media,872,41,0.047018349,,,,,,,,,
411472,782472,HBO_,Books,331,0,0,,,,,,,,,
951744,128176,illycaffè,University,415,10,0.024096386,,,,,,,,,
636028,542414,American Express,Media,371,33,0.088948787,,,,,,,,,
269071,756077,Hewlett-Packard Company,Sports,161,19,0.118012422,,,,,,,,,
631034,30216,Hewlett-Packard Company,Dealership,987,14,0.014184397,,,,,,,,,
489014,723822,Heaven Hill Distilleries,Books,456,4,0.00877193,,,,,,,,,
115154,838780,Wendy's Restuarant,Auto,109,15,0.137614679,,,,,,,,,
250874,65266,MSNBC,Sports,649,41,0.063174114,,,,,,,,,
82883,863099,American Express,Auto,691,32,0.046309696,,,,,,,,,
563282,7524,Online Marketing Group - Ad,Online,844,29,0.03436019,,,,,,,,,
389897,854169,MSNBC,Children,350,29,0.082857143,,,,,,,,,
538595,819282,American Express,Stores,500,21,0.042,,,,,,,,,
825201,526411,American Express,Television,915,4,0.004371585,,,,,,,,,
868541,933304,LA Metro Constuction,Online,330,23,0.06969697,,,,,,,,,
838328,818927,Wendy's Restuarant,Books,965,44,0.045595855,,,,,,,,,
923450,584426,Heaven Hill Distilleries,Children,191,41,0.214659686,,,,,,,,,
367559,898393,LA Metro Constuction,Auto,620,2,0.003225806,,,,,,,,,
625269,817139,American Express,University,999,48,0.048048048,,,,,,,,,
583640,755246,Wendy's Restuarant,Books,661,28,0.042360061,,,,,,,,,
645309,521308,Ebro Foods,Media,173,5,0.028901734,,,,,,,,,
361940,383940,Online Marketing Group - Ad,Media,907,38,0.041896362,,,,,,,,,
20980,507200,Ebro Foods,Stores,39,8,0.205128205,,,,,,,,,
5193,163772,illycaffè,Stores,659,45,0.068285281,,,,,,,,,
610155,759270,American Express,University,817,17,0.020807834,,,,,,,,,
167987,800471,Ebro Foods,Media,524,40,0.076335878,,,,,,,,,
463027,640407,American Express,Media,439,27,0.061503417,,,,,,,,,
676587,80520,Wendy's Restuarant,Media,340,25,0.073529412,,,,,,,,,
858385,509633,Hewlett-Packard Company,Media,137,13,0.094890511,,,,,,,,,
570112,940374,American Express,Television,796,25,0.031407035,,,,,,,,,
880715,286488,HBO_,Books,111,49,0.441441441,,,,,,,,,
40790,257621,LA Metro Constuction,Children,180,2,0.011111111,,,,,,,,,
526162,8213,Ebro Foods,Dealership,558,29,0.051971326,,,,,,,,,
35759,855667,LA Metro Constuction,University,287,50,0.174216028,,,,,,,,,
249105,439494,LA Metro Constuction,Books,734,48,0.065395095,,,,,,,,,
417662,181913,LA Metro Constuction,Children,630,12,0.019047619,,,,,,,,,
609440,258735,Heaven Hill Distilleries,Dealership,492,47,0.095528455,,,,,,,,,
172441,722549,Ebro Foods,Auto,61,47,0.770491803,,,,,,,,,
569047,57664,Wendy's Restuarant,Stores,395,3,0.007594937,,,,,,,,,
642477,946066,Online Marketing Group - Ad,Sports,771,9,0.011673152,,,,,,,,,
505176,496829,HBO_,Children,695,9,0.01294964,,,,,,,,,
193732,178972,Wendy's Restuarant,Dealership,957,45,0.047021944,,,,,,,,,
846589,809119,Online Marketing Group - Ad,Books,782,35,0.044757033,,,,,,,,,
64477,597574,Online Marketing Group - Ad,Television,204,2,0.009803922,,,,,,,,,
807971,943637,Wendy's Restuarant,Children,90,31,0.344444444,,,,,,,,,
857699,929831,Hewlett-Packard Company,Auto,959,30,0.031282586,,,,,,,,,
141117,320348,Heaven Hill Distilleries,University,243,36,0.148148148,,,,,,,,,
776295,579179,LA Metro Constuction,Children,938,24,0.025586354,,,,,,,,,
29830,211627,Wendy's Restuarant,Media,530,19,0.035849057,,,,,,,,,
215463,36949,illycaffè,Books,1,17,17,,,,,,,,,
969041,35992,illycaffè,Auto,28,5,0.178571429,,,,,,,,,
268542,595509,HBO_,Auto,545,16,0.029357798,,,,,,,,,
670870,843772,illycaffè,Media,762,12,0.015748031,,,,,,,,,
630979,679609,Online Marketing Group - Ad,Dealership,36,50,1.388888889,,,,,,,,,
967316,763125,HBO_,Online,56,27,0.482142857,,,,,,,,,
369864,982635,Online Marketing Group - Ad,Books,604,38,0.062913907,,,,,,,,,
294299,377937,Wendy's Restuarant,Children,610,43,0.070491803,,,,,,,,,
142155,484915,HBO_,Online,92,15,0.163043478,,,,,,,,,
947376,603948,Hewlett-Packard Company,Television,816,22,0.026960784,,,,,,,,,
540822,217972,LA Metro Constuction,Online,885,18,0.020338983,,,,,,,,,
724270,827557,Ebro Foods,Dealership,668,38,0.056886228,,,,,,,,,
301172,783519,Heaven Hill Distilleries,Books,110,1,0.009090909,,,,,,,,,
959220,617411,Online Marketing Group - Ad,Auto,511,22,0.043052838,,,,,,,,,
129185,422758,MSNBC,Stores,89,13,0.146067416,,,,,,,,,
583959,11101,MSNBC,Media,278,17,0.061151079,,,,,,,,,
660234,669489,Wendy's Restuarant,Dealership,815,10,0.012269939,,,,,,,,,
844212,847466,illycaffè,Books,12,40,3.333333333,,,,,,,,,
761273,462388,Heaven Hill Distilleries,Books,899,8,0.008898776,,,,,,,,,
744523,373730,LA Metro Constuction,Auto,132,30,0.227272727,,,,,,,,,
564732,925874,Wendy's Restuarant,Dealership,81,26,0.320987654,,,,,,,,,
879604,357698,Hewlett-Packard Company,Books,4,42,10.5,,,,,,,,,
465053,837176,MSNBC,Media,55,19,0.345454545,,,,,,,,,
822047,248691,Hewlett-Packard Company,University,477,35,0.073375262,,,,,,,,,
637818,23671,Online Marketing Group - Ad,Dealership,192,39,0.203125,,,,,,,,,
97696,35026,Heaven Hill Distilleries,Auto,717,5,0.006973501,,,,,,,,,
250015,457812,Hewlett-Packard Company,Dealership,817,3,0.003671971,,,,,,,,,
576167,241426,Ebro Foods,Television,52,45,0.865384615,,,,,,,,,
488573,769071,Online Marketing Group - Ad,Children,23,35,1.52173913,,,,,,,,,
250568,701961,MSNBC,Children,418,46,0.110047847,,,,,,,,,
359776,807920,Online Marketing Group - Ad,Television,273,3,0.010989011,,,,,,,,,
855424,94152,Online Marketing Group - Ad,Media,815,42,0.051533742,,,,,,,,,
596376,189013,Ebro Foods,Books,484,3,0.006198347,,,,,,,,,
746775,490765,MSNBC,Dealership,239,39,0.163179916,,,,,,,,,
820062,895580,LA Metro Constuction,Auto,72,19,0.263888889,,,,,,,,,
420934,807296,Hewlett-Packard Company,Books,553,43,0.077757685,,,,,,,,,
262618,297721,illycaffè,Stores,284,47,0.165492958,,,,,,,,,
326182,686220,HBO_,Stores,605,11,0.018181818,,,,,,,,,
906288,220164,Hewlett-Packard Company,Television,854,13,0.015222482,,,,,,,,,
183158,304712,Heaven Hill Distilleries,Sports,679,38,0.055964654,,,,,,,,,
463993,631698,MSNBC,Television,129,27,0.209302326,,,,,,,,,
837634,679802,HBO_,Auto,5,21,4.2,,,,,,,,,
746058,498735,Hewlett-Packard Company,Dealership,703,38,0.054054054,,,,,,,,,
527955,555039,Hewlett-Packard Company,Sports,692,17,0.024566474,,,,,,,,,
957099,601231,LA Metro Constuction,Auto,173,30,0.173410405,,,,,,,,,
953225,192305,American Express,Books,485,26,0.053608247,,,,,,,,,
989143,7657,Ebro Foods,Television,394,35,0.088832487,,,,,,,,,
945079,77620,Hewlett-Packard Company,Television,866,20,0.023094688,,,,,,,,,
765567,193332,illycaffè,University,774,4,0.005167959,,,,,,,,,
567813,999763,MSNBC,Dealership,596,33,0.055369128,,,,,,,,,
200521,971916,illycaffè,Auto,484,13,0.026859504,,,,,,,,,
456964,87778,Heaven Hill Distilleries,Auto,277,43,0.155234657,,,,,,,,,
721135,497364,Hewlett-Packard Company,Stores,220,13,0.059090909,,,,,,,,,
484084,256394,Hewlett-Packard Company,Auto,664,25,0.037650602,,,,,,,,,
452533,275379,HBO_,Television,134,6,0.044776119,,,,,,,,,
11263,288091,HBO_,Books,179,13,0.072625698,,,,,,,,,
31429,155552,Hewlett-Packard Company,Auto,770,42,0.054545455,,,,,,,,,
99956,928061,LA Metro Constuction,Dealership,227,44,0.193832599,,,,,,,,,
471971,823528,Heaven Hill Distilleries,Auto,672,32,0.047619048,,,,,,,,,
613229,544560,Online Marketing Group - Ad,Media,179,25,0.139664804,,,,,,,,,
244803,621224,Hewlett-Packard Company,Media,715,2,0.002797203,,,,,,,,,
311606,785810,Ebro Foods,Auto,508,41,0.080708661,,,,,,,,,
311814,835523,Ebro Foods,Stores,517,21,0.040618956,,,,,,,,,
261052,358068,Wendy's Restuarant,Dealership,700,11,0.015714286,,,,,,,,,
255139,986221,Hewlett-Packard Company,University,834,41,0.049160671,,,,,,,,,
133139,391785,illycaffè,Auto,154,4,0.025974026,,,,,,,,,
451005,195544,HBO_,Stores,190,1,0.005263158,,,,,,,,,
854793,978561,MSNBC,University,869,3,0.003452244,,,,,,,,,
478644,668372,LA Metro Constuction,Books,931,23,0.024704619,,,,,,,,,
803671,401565,Wendy's Restuarant,Media,86,1,0.011627907,,,,,,,,,
988421,547409,LA Metro Constuction,Auto,307,16,0.052117264,,,,,,,,,
868150,31775,Online Marketing Group - Ad,Auto,147,36,0.244897959,,,,,,,,,
344885,550336,Ebro Foods,Stores,282,1,0.003546099,,,,,,,,,
645295,884649,Ebro Foods,Online,1,4,4,,,,,,,,,
822104,715397,American Express,Television,187,27,0.144385027,,,,,,,,,
846919,41632,American Express,Online,916,36,0.03930131,,,,,,,,,
521761,322980,Heaven Hill Distilleries,Books,691,33,0.047756874,,,,,,,,,
891499,623153,LA Metro Constuction,Stores,297,17,0.057239057,,,,,,,,,
774560,464773,illycaffè,Media,247,44,0.178137652,,,,,,,,,
256691,825534,LA Metro Constuction,Children,523,38,0.072657744,,,,,,,,,
396149,820533,Heaven Hill Distilleries,Media,4,9,2.25,,,,,,,,,
637620,681153,Ebro Foods,Online,487,49,0.100616016,,,,,,,,,
634679,218689,HBO_,Television,850,48,0.056470588,,,,,,,,,
130169,517603,MSNBC,University,78,27,0.346153846,,,,,,,,,
832115,390015,American Express,Sports,45,37,0.822222222,,,,,,,,,
156608,283862,illycaffè,Stores,693,35,0.050505051,,,,,,,,,
946854,307416,Ebro Foods,Stores,768,31,0.040364583,,,,,,,,,
500713,879565,Online Marketing Group - Ad,Books,789,33,0.041825095,,,,,,,,,
69540,88689,Online Marketing Group - Ad,Books,47,9,0.191489362,,,,,,,,,
217367,349705,Heaven Hill Distilleries,Stores,336,3,0.008928571,,,,,,,,,
481667,87005,LA Metro Constuction,Stores,419,23,0.054892601,,,,,,,,,
226710,181033,Online Marketing Group - Ad,Media,705,13,0.018439716,,,,,,,,,
137456,469984,Online Marketing Group - Ad,Auto,968,14,0.01446281,,,,,,,,,
764243,335844,Online Marketing Group - Ad,Sports,603,21,0.034825871,,,,,,,,,
307611,324266,Heaven Hill Distilleries,Dealership,965,50,0.051813472,,,,,,,,,
890193,345879,illycaffè,Auto,493,31,0.062880325,,,,,,,,,
732750,737406,Hewlett-Packard Company,Books,89,18,0.202247191,,,,,,,,,
47727,967840,illycaffè,Sports,291,6,0.020618557,,,,,,,,,
713283,162621,Hewlett-Packard Company,Television,668,6,0.008982036,,,,,,,,,
349769,983564,LA Metro Constuction,Auto,233,1,0.004291845,,,,,,,,,
115547,554345,Ebro Foods,Dealership,482,4,0.008298755,,,,,,,,,
477009,369343,Wendy's Restuarant,Online,485,10,0.020618557,,,,,,,,,
33775,976323,MSNBC,Online,691,25,0.03617945,,,,,,,,,
709300,252330,Wendy's Restuarant,Online,708,45,0.063559322,,,,,,,,,
878619,155142,Hewlett-Packard Company,Books,71,0,0,,,,,,,,,
497420,795291,American Express,Books,319,26,0.081504702,,,,,,,,,
280896,595505,Wendy's Restuarant,Stores,873,7,0.008018328,,,,,,,,,
161616,921412,Ebro Foods,Sports,75,44,0.586666667,,,,,,,,,
300510,847628,LA Metro Constuction,University,115,50,0.434782609,,,,,,,,,
533179,564708,Wendy's Restuarant,Stores,667,25,0.037481259,,,,,,,,,
692223,792802,illycaffè,Books,839,24,0.028605483,,,,,,,,,
982929,977001,illycaffè,Auto,852,13,0.015258216,,,,,,,,,
22166,61451,Online Marketing Group - Ad,Books,18,48,2.666666667,,,,,,,,,
352372,426803,American Express,Online,632,38,0.060126582,,,,,,,,,
825319,128694,Wendy's Restuarant,Media,148,13,0.087837838,,,,,,,,,
89585,713816,MSNBC,Auto,556,48,0.086330935,,,,,,,,,
562550,187093,illycaffè,Dealership,372,39,0.10483871,,,,,,,,,
195529,406072,HBO_,Online,738,34,0.046070461,,,,,,,,,
154488,921913,Online Marketing Group - Ad,Media,18,2,0.111111111,,,,,,,,,
582771,203039,MSNBC,Children,23,4,0.173913043,,,,,,,,,
214196,435343,Ebro Foods,Media,237,29,0.122362869,,,,,,,,,
604984,44850,Online Marketing Group - Ad,Auto,145,8,0.055172414,,,,,,,,,
953039,506499,Hewlett-Packard Company,Online,697,39,0.055954089,,,,,,,,,
937778,313059,illycaffè,Books,589,29,0.049235993,,,,,,,,,
557979,543494,Hewlett-Packard Company,Stores,444,34,0.076576577,,,,,,,,,
594150,679201,illycaffè,Books,834,28,0.033573141,,,,,,,,,
912405,688353,Heaven Hill Distilleries,Children,571,41,0.071803853,,,,,,,,,
186093,703466,HBO_,University,809,29,0.035846724,,,,,,,,,
323063,517236,Ebro Foods,Online,817,27,0.033047736,,,,,,,,,
145582,628825,MSNBC,Dealership,940,29,0.030851064,,,,,,,,,
302713,666027,Hewlett-Packard Company,Media,931,46,0.049409237,,,,,,,,,
851632,896119,American Express,Sports,379,47,0.124010554,,,,,,,,,
573593,928647,Hewlett-Packard Company,Television,699,22,0.031473534,,,,,,,,,
640724,976133,Wendy's Restuarant,Dealership,721,41,0.056865465,,,,,,,,,
685972,435245,American Express,University,988,29,0.029352227,,,,,,,,,
938427,132563,American Express,Books,222,26,0.117117117,,,,,,,,,
714438,454049,MSNBC,Television,853,1,0.001172333,,,,,,,,,
962434,284873,LA Metro Constuction,Media,472,11,0.023305085,,,,,,,,,
421079,491926,HBO_,Children,855,18,0.021052632,,,,,,,,,
930264,843589,American Express,Media,745,50,0.067114094,,,,,,,,,
6163,739861,HBO_,Children,206,19,0.09223301,,,,,,,,,
94048,712162,HBO_,Television,928,3,0.003232759,,,,,,,,,
630932,134161,Hewlett-Packard Company,Children,36,27,0.75,,,,,,,,,
311823,235304,Wendy's Restuarant,Children,763,9,0.011795544,,,,,,,,,
481684,499143,illycaffè,Children,19,20,1.052631579,,,,,,,,,
643428,822625,American Express,Stores,394,47,0.11928934,,,,,,,,,
833557,998863,Online Marketing Group - Ad,Dealership,465,19,0.040860215,,,,,,,,,
677490,12386,American Express,Media,765,18,0.023529412,,,,,,,,,
642219,84543,Ebro Foods,Online,745,8,0.010738255,,,,,,,,,
424455,621561,Hewlett-Packard Company,Children,456,34,0.074561404,,,,,,,,,
202650,25482,LA Metro Constuction,Dealership,882,37,0.041950113,,,,,,,,,
930621,783569,Hewlett-Packard Company,University,958,14,0.014613779,,,,,,,,,
51853,19607,MSNBC,Books,500,23,0.046,,,,,,,,,
15722,448882,Heaven Hill Distilleries,Books,637,15,0.023547881,,,,,,,,,
385545,4480,Ebro Foods,Stores,987,6,0.006079027,,,,,,,,,
709513,692722,MSNBC,Sports,656,21,0.032012195,,,,,,,,,
481925,954870,LA Metro Constuction,Dealership,384,36,0.09375,,,,,,,,,
434476,52793,Wendy's Restuarant,Media,381,27,0.070866142,,,,,,,,,
632781,623644,Wendy's Restuarant,University,584,36,0.061643836,,,,,,,,,
767269,903699,American Express,Stores,972,47,0.048353909,,,,,,,,,
537036,850400,Wendy's Restuarant,Books,379,46,0.121372032,,,,,,,,,
297214,106643,Ebro Foods,Television,585,39,0.066666667,,,,,,,,,
783620,49763,Ebro Foods,Books,518,27,0.052123552,,,,,,,,,
898405,809385,MSNBC,Dealership,818,43,0.052567237,,,,,,,,,
764374,39750,HBO_,Children,467,42,0.08993576,,,,,,,,,
967382,754428,LA Metro Constuction,Children,573,29,0.05061082,,,,,,,,,
